Data,Log_stopa_zwrotu,RV_21,Zamkniecie
2020-03-03,-0.0102592074037813,,105537.1
2020-03-04,0.0158594195620621,,107224.2
2020-03-05,-0.0476654911833223,,102233.2
2020-03-06,-0.0423216531689564,,97996.8
2020-03-09,-0.129806438604284,,86067.2
2020-03-10,0.0689889985367588,,92214.5
2020-03-11,-0.0794552105933331,,85171.1
2020-03-12,-0.1599383284730287,,72582.5
2020-03-13,0.1302284894194939,,82677.9
2020-03-16,-0.1499076510488567,,71168.1
2020-03-17,0.0473263593238571,,74617.2
2020-03-18,-0.1092483125924024,,66894.9
2020-03-19,0.0212525201497203,,68331.8
2020-03-20,-0.0186473469999599,,67069.4
2020-03-23,-0.0535925355418997,,63569.6
2020-03-24,0.092485233809461,,69729.3
2020-03-25,0.0722753357733706,,74955.6
2020-03-26,0.0360841504715642,,77709.7
2020-03-27,-0.0566638594712119,,73428.8
2020-03-30,0.0163536284601698,,74639.5
2020-03-31,-0.0219392204475269,1.2670520466616335,73019.8
2020-04-01,-0.0285198843128165,1.2672203006831344,70966.7
2020-04-02,0.0179700157904961,1.2679705729597162,72253.5
2020-04-03,-0.0383131552524363,1.265699538608686,69537.6
2020-04-06,0.0631834799592675,1.2929973325519526,74073.0
2020-04-07,0.0303830229781095,1.2286464348597783,76358.1
2020-04-08,0.0292505111565453,1.2057063500180172,78624.6
2020-04-09,-0.0120623445630486,1.1773632140444543,77681.9
2020-04-13,0.0147449254107259,1.0332458569038796,78835.8
2020-04-14,0.0136389057049153,0.9271775494192442,79918.4
2020-04-15,-0.0136934509403708,0.7571565076849183,78831.5
2020-04-16,-0.0130182873935793,0.743250156080049,77811.9
2020-04-17,0.0150306843322985,0.6239908445427863,78990.3
2020-04-20,-0.000221570734831,0.6226398046128881,78972.8
2020-04-22,0.0214764611685324,0.6173946902356371,80687.2
2020-04-23,-0.0126454271564181,0.5804419244939928,79673.3
2020-04-24,-0.0560480966354215,0.543809845883092,75330.6
2020-04-27,0.037876705145852,0.500465978088147,78238.6
2020-04-28,0.0385329348903422,0.5026319894746396,81312.2
2020-04-29,0.022600257891008,0.4588449094263074,83170.8
2020-04-30,-0.0325658510230255,0.4758245807992347,80505.9
2020-05-04,-0.020450938972498,0.4748448826624358,78876.2
2020-05-05,0.007510123901489,0.4602447001527301,79470.8
2020-05-06,-0.0051358019209833,0.4592455759716743,79063.7
2020-05-07,-0.0120256719713302,0.437009364470824,78118.6
2020-05-08,0.0270855415630255,0.3926555459137411,80263.4
2020-05-11,-0.0150484864300473,0.3854058266250894,79064.6
2020-05-12,-0.0151987867428189,0.3759524503703935,77872.0
2020-05-13,-0.0012824122412198,0.3736072275148655,77772.2
2020-05-14,0.0158005111340975,0.3741476796793302,79010.8
2020-05-15,-0.0185765595997923,0.3761034045256889,77556.6
2020-05-18,0.0458370552751855,0.4069162342729655,81194.3
2020-05-19,-0.005581207633006,0.4044022345264121,80742.4
2020-05-20,0.0071220001659377,0.402053469734933,81319.5
2020-05-21,0.020781220336901,0.4075422671475289,83027.1
2020-05-22,-0.0103378456909885,0.403645471235696,82173.2
2020-05-25,0.0415976157251301,0.4239860111305185,85663.5
2020-05-26,-0.0022742634811064,0.3658346662308779,85468.9
2020-05-27,0.0285738338588001,0.356936358370464,87946.3
2020-05-28,-0.0114035109706232,0.3403622164444022,86949.1
2020-05-29,0.005202140532357,0.3331207769134958,87402.6
2020-06-01,0.0138336636813862,0.3097788471297218,88620.1
2020-06-02,0.027010572492792,0.3050655064587592,91046.4
2020-06-03,0.0212528068665288,0.3091372700320957,93002.1
2020-06-04,0.0088476400460796,0.3057190591925223,93828.6
2020-06-05,0.0085798631765958,0.2967847075337219,94637.1
2020-06-08,0.0312858036099368,0.3003213969836426,97644.7
2020-06-09,-0.0092401912025613,0.2950065804922501,96746.6
2020-06-10,-0.0215290351794787,0.3024358648741123,94686.0
2020-06-12,-0.0201701620361997,0.3174742008537185,92795.3
2020-06-15,-0.004534199984242,0.3193192243322645,92375.5
2020-06-16,0.0124332784985324,0.3052410778068283,93531.2
2020-06-17,0.0213263423580625,0.2785280803924265,95547.3
2020-06-18,0.006030095617627,0.2743986455185792,96125.2
2020-06-19,0.0046383711783723,0.2746682124074289,96572.1
2020-06-22,-0.012882385837698,0.2799224798771086,95336.0
2020-06-23,0.0066823309721944,0.2730849508808396,95975.2
2020-06-24,-0.0167881870512833,0.2552581745559781,94377.4
2020-06-25,0.0168704965946005,0.2573561929439223,95983.1
2020-06-26,-0.0226395420771353,0.2606900422254528,93834.5
2020-06-29,0.0200555437897987,0.26143552392627,95735.4
2020-06-30,-0.0071240484283995,0.2645368859429741,95055.8
2020-07-01,0.0119985335634087,0.2637523113243159,96203.2
2020-07-02,0.0003304957153981,0.2501511823958571,96235.0
2020-07-03,0.0054912083531841,0.2411712694466097,96764.9
2020-07-06,0.0222009801990534,0.2502899140327282,98937.2
2020-07-07,-0.0119595809157872,0.2541127181909393,97761.0
2020-07-08,0.0203408101160737,0.2404335086895496,99769.9
2020-07-09,-0.0061288020437247,0.2389969772118352,99160.3
2020-07-10,0.0087504028609216,0.2253857540008892,100031.8
2020-07-13,-0.0134325713945826,0.2178871093277481,98697.1
2020-07-14,0.0175069614837266,0.2217097743446218,100440.2
2020-07-15,0.0133542540001097,0.2221743854990364,101790.5
2020-07-16,-0.0122288443531588,0.2196517790933688,100553.3
2020-07-17,0.0229559985785608,0.230693639365521,102888.3
2020-07-20,0.0148385832931623,0.2341540396805802,104426.4
2020-07-21,-0.0011181584034477,0.2270813389828933,104309.7
